"","x1","x2","x3","x4","y"
"1",-0.445720125947167,3.13317473674371,0.696999379840952,-1.2037881397467,8.81839257730473
"2",1.81924979393428,1.8834282275114,-0.302518611408622,-0.531104955101588,6.74709890699993
"3",-0.103915263462637,1.90979005519994,-0.115183627454909,0.905218191025599,6.94736982250246
"4",-0.126001477436438,1.155766424147,0.748186715323162,0.62616375420108,7.81209446198416
"5",2.94458152973449,0.934712028569195,1.4370040415065,1.2889205766026,13.1871315059224
"6",2.39536330305352,3.08132960438441,0.177516177424271,-0.145830159961133,11.8355440747956
"7",1.30565298782583,2.0319973503351,-1.25003406776522,2.32277219746814,6.95025269758708
"8",1.41146120028794,-0.447949285693026,-0.20468598882232,1.54223063344339,4.4781095843962
"9",2.32866111753622,0.677870457743526,-0.572484297627815,2.15524569401243,7.19493810525407
"10",-0.0313443950855461,1.71823782567487,-0.659683782719306,-0.145168892554607,4.37292869176292
"11",1.23469650397422,2.39785420326517,1.07265589375286,0.454919180323985,12.8085205816063
"12",2.01388984006084,4.14416772739451,0.625860116336372,-0.113277969342907,15.1985202071082
"13",2.8104339291486,0.72976070220193,0.689655674405046,-1.21201607681243,8.26785071146383
"14",1.03269136398504,1.33998142518321,-0.201303591703873,-0.342483443218968,5.90723512867231
"15",0.982273196193626,1.97730927113587,-1.99274843689214,1.7897668125533,3.93431946970562
"16",1.64670737175944,1.3554029521239,-0.37773586779905,1.65666306499954,8.07914738458219
"17",0.36104188526457,1.94684024637319,-1.26197277019779,1.98220732731237,5.73278608225188
"18",2.07283503699094,2.56592775942474,-0.0426447077302016,-0.0767241351230464,10.3569678395877
"19",1.00471864184409,2.76415018784382,0.856672449811854,-0.153316409532553,12.3741699430077
"20",-0.121404712064417,3.17454282055911,-1.14810429354983,1.86569500318673,8.08054301177707
"21",-0.112365136333727,0.692929338212952,-0.631586945292738,-0.369459727554107,2.44423184502127
"22",1.38039194479661,1.35637782043843,-0.289019806596238,0.887689031601769,7.57179470078343
"23",1.88169940435058,1.88393279172972,-1.42663689447116,-0.0548072739228713,4.78245303114551
"24",0.942137523258854,1.83218856692921,-0.721155566615138,-0.536896585099242,5.38298123237749
"25",0.205998997738054,2.31530463379919,1.24805716156086,-1.34064545556422,10.7337532504807
"26",-0.0562563096916027,1.4291074350925,-0.432972229912102,-2.32005761175768,2.6783253536821
"27",2.44077645039682,1.94252318089431,0.869617575119404,0.678343036965635,13.1251979120973
"28",1.41663081759102,2.57249732466305,0.569166043355176,-1.37377540261915,10.4176209109841
"29",1.12996107825147,2.69131357272161,0.531978260958251,1.05794590292156,12.7025715642407
"30",0.353739693246087,2.54418218258906,0.496300486339269,-0.636117117835029,9.83874723353229
"31",0.773496174770002,0.618053707883967,0.417358519250245,-0.380013821915947,6.44104106262356
"32",-0.207636573190616,2.01951932485204,0.0454393446701994,-0.397400318796361,7.16648364947311
"33",1.03684339061861,1.7150218801805,-0.9508030859716,-0.118129908873257,5.09995476622198
"34",2.53618671207175,2.17096425632115,-1.09407108928593,-0.782007074418514,6.42053580065673
"35",1.53771246725386,1.98243459116908,-0.839954266658624,1.63956230343634,8.2795936176938
"36",0.78751789755506,1.86621735777503,1.83921256969671,0.13151198794075,13.8454091487126
"37",0.0729819148501267,1.26753006069627,1.48352616626328,-0.83754691266902,9.90400819766186
"38",0.769238981983417,2.7448985071235,0.819217650129116,2.27294891562344,14.6929946029206
"39",0.391119006714583,0.639498202494671,0.438832610265683,-0.676187342781892,6.02482652515888
