"","y"
"1",0.601881267498425
"2",-0.185725489634194
"3",-0.379303458385021
"4",-1.31223884977128
"5",-1.14825610380054
"6",1.3705291027325
"7",0.45118327964034
"8",-0.536797690539644
"9",1.16110104035104
"10",0.831333756145955
"11",-0.976048338570105
"12",1.58884373616088
"13",1.88308871428553
"14",0.00057222768553522
"15",0.270984255268887
"16",0.0188126609182347
"17",-0.00933070163659128
"18",0.917785203576626
"19",-0.997946481526278
"20",-0.398709300508451
"21",0.882534880603699
"22",-0.539597874523776
"23",-0.499991978402725
"24",0.481927943584224
"25",0.245333709900302
"26",-0.499197455969378
"27",0.538186559284624
"28",-2.07696338841647
"29",0.177587700883996
"30",1.43478518626396
"31",-0.488947984989004
"32",0.524429156265163
"33",-0.312109194324305
"34",1.93444839557268
"35",-0.501928413086448
"36",0.983176716507984
"37",-0.231386927522035
"38",-0.999826650670675
"39",-0.512751883467813
"40",0.115178900404404
"41",1.05225767254483
"42",-0.743766796978126
"43",0.594724551965408
"44",-0.337723372314585
"45",-0.432323051869236
"46",-0.315946866890304
"47",-0.973632958552188
"48",0.142378525251061
"49",-1.17174599945556
"50",0.262085122005325
"51",-0.227943769875168
"52",1.78775607192538
"53",-1.26683089648418
"54",0.0342705300236974
"55",-1.29047598403926
"56",1.11797629073093
"57",-0.309766095091152
"58",-0.79956975275343
"59",-0.369241717232299
"60",-1.01142810412977
"61",-0.0433631839541433
"62",0.499850589525724
"63",-0.347986668977648
"64",-0.838810775947973
"65",0.494732648151016
"66",1.48527858395473
"67",0.792522992864871
"68",-0.0806271578104285
"69",-0.485465337572375
"70",-1.99933653915139
"71",1.58298069164774
"72",0.889410339739371
"73",0.444125260086147
"74",0.84347788839167
"75",-0.863306465787529
"76",-0.300543749852017
"77",0.416097107455421
"78",1.13160960476787
"79",-0.925938939177368
"80",-0.386991952207281
"81",-1.72356485299657
"82",-1.04232829570432
"83",-1.85593801900185
"84",0.220394370421044
"85",0.180710992607452
"86",-0.206717231737807
"87",-0.318808593323903
"88",-0.748599144217746
"89",-0.955632381521945
"90",-0.841849148639458
"91",-0.867804995678414
"92",-1.99559986652179
"93",-1.94332877605583
"94",-1.00063921429393
"95",0.827084119692619
"96",-1.34774651948678
"97",-0.33210942612027
"98",-0.972229528441979
"99",-0.498053975638194
"100",-0.498808032135737
"101",-0.499996748135613
"102",0.494795405238225
"103",0.392587842871805
"104",0.494693182640306
"105",-1.0106235489611
"106",0.696366784965179
"107",0.431045219303361
"108",1.41403086938613
"109",-0.462700572432994
"110",-1.01489719808455
"111",2.37809180982366
"112",0.384528484239468
"113",0.0303583736939915
"114",-2.83173885923453
"115",0.478797584387902
"116",1.93284562174998
"117",-0.49741990929318
"118",0.470554222665974
"119",0.745288572047648
"120",-1.08060712861452
"121",1.37670922811172
"122",1.96902856025388
"123",-0.494675363857801
"124",0.414968768310984
"125",0.971039090301635
"126",-1.60336572165587
"127",-0.00601624759435071
"128",-1.99998789881234
"129",0.0172104682713441
"130",0.521350923889457
"131",-1.05443673153492
"132",-0.63241833534563
"133",-0.474437035971861
"134",-0.374681179879959
"135",-1.56043997901705
"136",0.491926835851059
"137",-0.390084247969806
"138",0.473230549191494
"139",-0.872336340054188
"140",-0.534341323873802
"141",2.48497561433028
"142",-1.51279167357753
"143",-0.412418081691352
"144",-0.0854209299143721
"145",-0.498427920642531
"146",-1.09657755267445
"147",-1.12645590380066
"148",0.575519633939247
"149",1.57298807152948
"150",-0.81930409705704
"151",0.65295090270964
"152",-0.558483076243489
"153",-0.00464403764451232
"154",-0.589942878728406
"155",-0.501762675708619
"156",0.195583390698707
"157",0.40035738523562
"158",1.52360321529482
"159",-0.437189761898669
"160",0.0819707758803345
"161",0.991844437087933
"162",0.363530880965631
"163",1.58635987011109
"164",-0.308763273045354
"165",0.490811962437339
"166",-0.513935143812628
"167",0.999964634872371
"168",-0.516706953904575
"169",0.458641332080763
"170",0.517069462286923
"171",1.49913358062212
"172",0.53385723214894
"173",0.840804615002912
"174",-0.999915866169369
"175",-0.966761911689026
"176",-0.533563749055335
"177",-0.713271019638553
"178",0.757506204062314
"179",0.0996179709537461
"180",-1.28856123720966
"181",-0.958792201830903
"182",-0.271821519364134
"183",1.05971682501399
"184",0.501877097641124
"185",0.357756987719374
"186",-0.545190836109006
"187",0.407967555654729
"188",-2.92008374545978
"189",0.102237053759404
"190",0.400402308207353
"191",1.41964039860092
"192",1.7078919604823
"193",-1.5149428735645
"194",1.99934375176328
"195",-1.65969086269448
"196",1.95801356317487
"197",-0.541556909953031
"198",0.995997763283066
"199",-0.57153901627175
"200",-1.99812323691427
"201",1.03059900299009
"202",-0.451172219033785
"203",-1.0022481048644
"204",0.999791383246134
"205",0.608401859564028
"206",-2.01675490144078
"207",0.468068017937633
"208",1.39828985787776
"209",0.71674531954705
"210",0.48537932603186
"211",-2.89818446380038
"212",0.511303361051456
"213",2.00490363165493
"214",-0.588135449187779
"215",0.422524988647239
"216",0.301240763378917
"217",-0.946375433842007
"218",-1.56548441516441
"219",2.72576078548491
"220",-0.535578413652233
"221",-0.995515970823376
"222",-0.520259504749223
"223",-1.15953032843565
"224",-0.466222736952515
"225",-0.112995204220428
"226",-2.88458100451215
"227",1.67118494307185
"228",0.593458330410211
"229",-0.0525702548785367
"230",0.869483389989102
"231",2.07095195717833
"232",0.113535289331413
"233",-2.35654594630758
"234",-1.32204342279725
"235",0.213390266199577
"236",0.737147859566118
"237",0.84546371330999
"238",-1.36897630964619
"239",-0.39485916805739
"240",0.7096449010205
"241",1.04944990154429
"242",-0.403460085523386
"243",-1.49990063619692
"244",-0.37160636245121
"245",1.77626090069097
"246",-0.782654185992534
"247",0.842973144973377
"248",0.650608727388761
"249",0.499999896150345
"250",1.67791426100474
"251",-0.487803516792911
"252",-0.887503674001048
"253",2.00348059961985
"254",0.582332658978086
"255",-1.39898023688708
"256",-0.996819658856579
"257",-0.10175303869154
"258",0.779177348054209
"259",0.0177742496997313
"260",-1.46492805683306
"261",-0.0564802442768479
"262",-1.5033033467683
"263",-0.94786414906766
"264",-1.00274203354673
"265",0.536069794160584
"266",-0.667001286496139
"267",-0.375953427299663
"268",0.471855635508099
"269",0.498636129502269
"270",-0.491954892247994
"271",0.476967335835321
"272",-0.500171065900667
"273",0.0522462760771375
"274",-0.943168799236263
"275",-0.440771118519078
"276",0.57609480353435
"277",0.500529288457821
"278",-1.67519938177604
"279",0.269408328925667
"280",1.06570277444993
"281",0.49607585567449
"282",0.836844800048279
"283",-0.25881046448504
