V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
-0.508910395101794,-0.37808693335565,-0.371210495249032,1.11587507908886,0.257204981755986,0.072684771695182,-0.744151829819231,-0.068617434713292,0.065921077370404,-0.217640842040836,0.314271271408944,-0.183273433606261,0.022543667810473,0.567780386077662,-0.151900217665092,0.630579827685681
-0.988901660713227,0.280103187026205,0.537184879546072,-0.004823687288653,0.253437496541017,0.80313429693866,-0.654427182332119,0.152513507362587,0.222474650804573,-0.293941678894473,-0.26448889318423,0.165812700615151,-0.268357150938556,-0.021441357644757,0.485078858202442,0.616174519661816
0.991530900087544,0.786755760989681,0.943396257832743,0.850585073146267,0.982255541654321,0.740634654236931,0.936923557133934,1.12983847639474,1.80326018768302,1.57921748331244,0.650634299684408,2.39293869964953,0.953294625502958,1.30337503567274,1.10906354954576,1.49323482383371
0.840447233816055,1.17326262416573,1.51391221251912,0.2843731184879,0.908242706639995,1.28122024998513,0.720531716182789,0.435627742563823,1.79120113254864,0.523315557069383,1.30460108796495,1.42986066439995,1.00469312362059,0.972270203240838,1.43403082134235,1.97209315442189
1.73734125663846,0.988784231953385,0.678756542510629,1.12067868183606,1.34276969701719,1.14852310648505,0.115852643625013,1.16517008589345,0.522035680191212,1.09599386075091,1.08966588687136,1.79613808071364,1.64363552458155,0.98853271417704,0.623244246555597,1.45177128433383
0.687826894777006,0.560434553564483,0.367429208969815,0.71561325168912,0.370023927646598,1.08940943708861,1.3995002886584,1.38608521633415,0.55299991065061,1.06109578385187,0.999225072312254,1.4489990829531,0.445105800624307,1.99403753582161,0.767883110475494,1.09889661680864
1.24353703415113,0.292543520977164,1.84625069830005,0.777848768060607,0.816765927982535,1.09792842233452,1.39156798978945,1.10324226261168,1.00718022560373,1.12240694175102,0.316143232455614,1.40971023853054,1.05762280677858,0.791643498834065,0.487236907088987,1.57265389825616
1.39205731856941,0.994822065558754,1.14904839306776,-0.008696541137227,1.53938503858426,1.48369534654015,0.897326239599264,0.646199329085037,0.439117493634712,1.02790345620873,1.55926827465249,0.710104466574307,0.620585435507026,1.68464824951888,0.595708154688706,0.622639389199471
0.151884394757097,-0.513419584069903,-0.497186481418305,-0.709840878271491,0.219376520324557,-0.076925142115087,0.041042144722141,0.819320446213312,1.03428022510698,-0.323843392109535,-0.018998227440428,0.112803560683496,-0.119861668886508,-0.197072538926889,0.286517691550545,0.198788804284847
1.36989027264371,1.45743877967575,0.906167657487453,1.30898920075232,1.28704901133555,0.351053696360781,0.418197555136997,0.402102244975992,0.665129352733213,1.14873757179202,1.17217344853281,1.4768415833182,0.302540922593239,1.206054102538,0.753336870881623,1.36307269622236
0.268881481069818,-0.54152386235565,0.47733292918042,-0.128862087193074,0.201584802439012,-0.514974878042016,0.702772700635182,-0.718790615741266,0.282622448746185,-0.470690108872459,-0.256958941882342,-0.021991487149932,-0.275346019960351,0.550764456059347,-0.035666160973185,0.624894459412226
0.239145181546448,1.08711676109373,1.38535335603301,0.670713582076389,1.25562964955469,0.299888294045421,0.615715897291616,1.54365248447307,1.49307823298625,1.26377688768758,0.08063644250031,0.501738858074005,0.929335689033877,0.933882347394737,0.508150643531026,1.01584809339634
1.35486545456752,1.01497189876523,1.18122365278479,0.540895396420091,1.62104516397996,1.3411847615411,0.721777515996787,0.333044639940708,0.830454539612306,1.77075402173508,1.32255202657031,1.19529529013705,0.775399866473974,-0.016929784542878,1.32029712160989,0.924271805853115
-0.163171047114373,-0.534596698710859,0.941665893410491,0.672455881383772,-0.086460705009018,-0.349816162283119,0.285082135435429,-0.0810840355044,-0.391545956415265,0.368864139568702,0.963484123130604,0.057607073608795,0.179878596785379,0.005469596564906,0.402111152530927,0.370745337638659
-0.113714138929023,0.558651186363028,0.022306826423258,0.31605020085721,0.459208596114144,0.303247822339002,0.698320346906062,0.49827302107192,-0.505016962795624,-0.049354726505968,-0.472011661591066,-0.000641094839819,-0.995613858659464,-0.253887486149084,0.276846939975154,-0.716749564835086
1.52240688176746,0.62558084121267,1.00699743638481,0.948923551250165,1.92474402050466,1.46536468045077,0.466590053002938,1.25674087549954,0.650867533970039,1.46106310560558,0.198020310762641,1.09490185422781,1.56441558391426,1.52505457110017,0.698539931126736,0.726897115764181
1.05507148627772,0.86004499202024,1.0691049952102,1.05240239997779,1.29155736746969,1.85697377429215,1.95356489328012,0.520102458354353,0.395443122872807,1.79696205661652,1.03485771578013,1.55330021188996,1.46444567187677,0.82903028382078,0.944245213441893,0.8815200672081
-0.343354640518224,0.220126916310577,-0.41190973703888,-0.90859469177886,-0.252534302934129,-0.512233513705823,-0.294955521899766,-0.547970512795651,-0.024886837290232,-0.14885752353531,0.41960555954094,-0.133466749306958,-0.16977453728375,-0.416889358880424,0.788392659595817,-0.064063888124377
0.253204638345581,0.297390116956387,1.29830644369409,0.572246586312163,0.230307154125877,0.739314512824615,0.52728438340469,1.50662862032655,1.10644497204186,1.02537472746882,0.617621749223983,0.951023528071497,1.07089148921262,1.34950906605884,1.08689082552889,0.943787574910743
-0.767563028977176,0.569463867036644,0.189050416489568,-0.328293473345414,-0.296307427166781,0.336736681453086,-0.194334986073062,0.383019762688911,0.493236087961678,0.209198055092801,0.633085767599848,0.534965640760965,-0.181281849962528,-0.682195352827916,0.591631801075893,0.082453689231838
1.08620025847672,1.36867833936207,0.87192617396865,1.4838960731679,1.00162864586374,1.12329277255363,0.680404858499116,0.091934597959515,1.92117721076679,1.29619119192324,1.12278175835942,0.678012780704729,1.42707890618883,1.53803638985829,0.601696399909725,1.65246111848043
0.331724032319832,1.25602007343397,1.30466643095683,0.829054423516827,0.705879939182701,1.20290959525957,1.56814273569726,0.602323900528788,0.944227933999744,0.617246765984028,0.941092764532762,1.26544227991413,0.003286336770519,0.678121148053666,0.635224944363409,1.6307208718361
0.946908349433191,1.32462458094802,0.355492552990158,1.50509947159847,1.20359208166346,1.23924639036429,1.47083253122992,0.77508926790129,0.893796470578665,1.35279520960446,0.794655744261434,0.146352613381768,0.764292655675403,0.060110835225955,0.572292186636597,0.44294843548886
0.825838478218901,1.20037557172336,1.00030145679561,1.04626834655324,0.036472910910104,0.428523658608692,0.967748336908877,1.24710623228928,0.630486991424579,1.36112789397614,1.45090297243362,0.454120526943006,0.813268144475395,0.401614369558016,1.13189889252392,0.290251601709654
0.261889731434953,-0.555124176077551,0.717165547398821,-0.811342821206881,-0.072112327009413,-0.218049620300805,0.02869002250048,-0.650035640015862,-0.243308862411765,0.09136561900142,-0.702052717400784,0.578479669577616,0.067285494659486,0.180137208350891,-0.054522209278718,-0.323994640006064
1.48486743747148,0.909592752420722,0.91667677637757,0.100934861543912,1.3340142829505,0.747880282525355,1.20419610165335,0.836297387812257,1.12288736842768,0.689671864189741,0.382767840642534,2.13823365716626,0.809414819947837,0.68010257153897,0.782654821202714,1.23254574708847
-0.263112289525617,0.258660119571878,-0.633151635961601,0.428179892789448,0.025673027115761,-0.261601307055213,0.361782091201015,-1.04938052472736,-0.443965027908475,0.390428520126653,-0.430752552209796,-0.455921157045429,-0.097615271472658,0.014075062042972,0.236211713625331,-0.35644925803526
0.043666230054399,1.35014044608189,0.622606310873113,1.14962322182253,1.24465274263526,0.990812313499326,0.331678321889466,0.804608812557387,1.20718736541449,1.59828563265954,0.738013484066272,0.948289734331306,0.264226715368408,1.41521494388473,0.588193420843727,0.565445342457456
2.14776922088534,0.754694145681269,0.810636396943289,1.14211050341813,1.13307863656541,1.42209578534323,1.01438943102383,0.619784316025811,0.787709476565273,1.45478536335836,1.3375355350567,1.76433470381415,0.792580622648634,0.534613017535105,1.36511075229173,0.408187337392778
1.36014351405425,1.2398679267956,0.982980019251158,0.860216307631803,1.64845481822834,1.28752627132384,0.557963427098566,1.77399049906053,0.826922167593044,0.415411894441621,0.365248152695141,1.27893422976936,1.40846963788323,0.829913891517438,0.194397138774773,1.18173186621769
-0.094040905608014,-0.644937925178998,0.284580886319109,-0.01002695328251,0.336376736403045,-1.0837681477095,-0.607515958511745,-0.15127672627251,-0.087011499018455,-0.459104230718552,-0.095522075020297,0.098546162961489,-0.243718242647437,0.137941637002837,-0.410989563222516,0.64603070509915
